study_hours_per_day,attendance_pct,prev_score,sleep_hours,tutoring_sessions,parental_support,internet_access,extracurricular,final_score,gender_male,school_type_public,study_efficiency,score_improvement,performance_tier_excellent,performance_tier_good,performance_tier_low
0.8730659425813585,-0.10582704644532895,0.2027188700952968,0.4753266588787597,0.24274947018140722,1.265017008659154,1,1,100.0,True,True,0.7118842936035757,0.43614758925943903,False,True,False
-0.23920248665318636,0.8762656312711192,0.15097368388706853,0.4753266588787597,0.24274947018140722,1.265017008659154,1,0,97.45,False,True,0.1003685578275307,0.37255938682536066,False,True,False
1.1511330498899943,1.3673119701293432,1.108259628739289,-1.2314035301607755,-1.0314202379323543,1.265017008659154,1,0,100.0,True,True,1.9218024899067159,-0.5530022263817791,True,False,False
0.594998835272722,0.7318402374892886,0.6986102379241496,0.7695904845752307,0.879834324238288,0.04270957746276883,1,1,100.0,True,True,0.9216966975867794,-0.10552969073456145,False,True,False
-1.3862293043013107,1.575284537175179,-1.6601078334009154,0.6518849542966425,0.5612918972098476,-1.1795978537336163,0,1,69.76,True,False,-1.0619047384044233,1.0465943326265903,False,False,True
1.5334753224393696,0.945589820286398,-1.5781779552378876,0.7107377194359366,0.879834324238288,0.04270957746276883,0,0,100.0,True,True,2.0621145350704833,2.381475560020501,False,False,True
0.8035491657541993,1.2402176236013323,0.3234576379144956,-1.4668145907179524,-0.07579295684703317,1.265017008659154,0,0,100.0,False,True,1.4361741965205927,0.3042609471739431,False,True,False
0.9078243309949379,-1.3709934959741654,-0.07325545634858646,-0.11320099251418339,1.1983767512667285,1.265017008659154,1,1,100.0,False,True,-0.023770447862531074,0.7376027711691435,False,False,False
0.004106232241870364,0.7722793477482013,-0.853745348322694,-0.2309065227927721,-0.39433538387547357,0.04270957746276883,0,0,66.05,True,True,0.32023447283492934,-0.008969827779109192,False,False,False
-0.20444409823960696,-0.23869840872461295,-0.30610879428561294,-1.4079618255786583,0.879834324238288,1.265017008659154,0,1,92.58,False,True,-0.26724025831804027,0.6424559793788929,False,False,False
-0.4825112055482431,0.15413866236196616,0.8624699942502052,-0.937139704464304,-1.0314202379323543,-1.1795978537336163,0,1,77.82,True,False,-0.3804515346339771,-1.3292493197992683,True,False,False
1.3596833803714719,0.5007596074383596,1.0996354310379175,-0.17205375765347802,-1.0314202379323543,0.04270957746276883,1,1,100.0,True,True,1.5594389838607248,-0.5435817519471008,True,False,False
3.375669908359084,1.5983926001802722,0.18547047469255445,0.946148779993114,-0.07579295684703317,0.04270957746276883,1,0,100.0,False,True,4.821147647449608,0.45498853812879547,False,True,False
1.0120994962356766,1.6503857419417307,-0.42253546325412633,-0.8782869393250092,0.24274947018140722,1.265017008659154,1,0,100.0,True,False,1.9349157651556659,1.1191319857736133,False,False,False
-0.23920248665318636,-0.7644068420904768,-0.8149364586665226,1.2404126056895854,0.879834324238288,-1.1795978537336163,1,1,91.0,True,True,-0.4831721907507537,1.1238422229909522,False,False,False
-0.9343702549247769,0.7780563634994743,0.0517954103212981,0.23991559832158224,-0.712877810903914,-1.1795978537336163,0,0,77.21,True,False,-0.6689435901108819,-0.47245716996527987,False,True,False
0.14313978589618828,0.8358265210122064,-0.664012998892524,1.0050015451324081,1.1983767512667285,0.04270957746276883,0,1,100.0,True,True,0.49464103364596723,1.3829052699446045,False,False,False
-1.490504469542049,-0.562211290795914,0.1940946723939253,-0.0543482273748893,-0.712877810903914,-1.1795978537336163,0,0,56.73,False,True,-1.3678811608799282,-1.5925515802485257,False,True,False
1.046857884649256,-1.336331401466526,0.5821835689556362,0.06335730290369943,-0.07579295684703317,0.04270957746276883,1,1,99.95,True,True,0.08026153577914064,0.019291595524925674,False,True,False
0.386448504791245,-1.6194051732789139,-1.5221206701789736,0.4753266588787597,1.5169191782951688,0.04270957746276883,1,0,83.75,True,False,-0.4530116576781682,1.5548289283774832,False,False,True
0.004106232241870364,0.9282587730325778,-1.746349810414629,1.593529196525351,-0.07579295684703317,1.265017008659154,0,1,100.0,True,True,0.3836153032048556,2.5651748114967274,False,False,True
-0.5172695939618227,-0.06538793618641621,-1.0176051046487495,0.06335730290369943,0.5612918972098476,1.265017008659154,0,1,80.12,False,True,-0.4770526623012437,0.8327495629593938,False,False,True
1.4987169340257895,1.6503857419417307,1.3368008678256296,0.18106283318228814,1.1983767512667285,-1.1795978537336163,0,0,100.0,False,True,2.541623300007096,-0.8026447989007532,True,False,False
1.255408215130733,-0.15204317245551457,0.47869319653918035,0.41647389373946503,1.5169191782951688,-1.1795978537336163,1,0,100.0,False,False,1.0108669692796408,0.1346924073497344,False,True,False
0.8730659425813585,1.6272776789366383,-1.1555922678706914,0.8872960148538199,-0.07579295684703317,-1.1795978537336163,0,0,100.0,False,False,1.7478330382706428,1.919872312721266,False,False,True
-1.0734038085790951,-0.3369076764962579,1.3195524724228873,-1.4668145907179524,-0.39433538387547357,-1.1795978537336163,1,0,83.38,False,True,-1.0098887465835873,-1.5666452755531606,True,False,False
-0.16968570982602726,0.9860289305453099,-0.12931274140750015,0.12221006804299352,-1.0314202379323543,1.265017008659154,0,0,82.24,False,False,0.21576538001829268,-0.03770227480487788,False,False,False
-1.5600212463692082,-1.46920276374581,-0.10775224715407176,0.004504537764405322,-0.07579295684703317,-1.1795978537336163,1,0,60.32,False,False,-1.482840873895725,-1.0937374589323117,False,False,False
3.445186685186243,0.15991567811323903,1.4747880310475714,1.534676431386057,1.5169191782951688,-1.1795978537336163,1,1,92.8,True,True,3.2418721983010377,-1.292509469504023,True,False,False
0.5602404468591426,1.0149140093016762,-1.543681164432402,0.06335730290369943,-0.07579295684703317,1.265017008659154,0,1,93.38,True,True,1.0353450830776811,2.031975958493937,False,False,True
0.7687907773406196,1.442413174895895,-1.008980906947378,-0.0543482273748893,-0.712877810903914,1.265017008659154,1,0,100.0,True,True,1.512231192964504,1.7597242473317352,False,False,True
1.4987169340257895,1.0900152140682287,0.27171245170626795,1.7112347268039405,-1.3499626649607948,-1.1795978537336163,1,0,100.0,True,False,2.1303035663650247,0.3607837937820128,False,True,False
-0.6215447592025611,-1.6367362205327334,-1.077974488558349,-0.11320099251418339,-0.39433538387547357,-1.1795978537336163,1,0,60.36,True,True,-0.9963383621596721,-0.032049990144070874,False,False,True
-0.4825112055482431,-0.46977903877554233,0.5951198655076937,-0.0543482273748893,-1.0314202379323543,0.04270957746276883,1,1,69.85,False,True,-0.5692826982188601,-1.4126205185461709,False,True,False
-0.13492732141244787,-1.596297110273821,-1.0132930057980638,-0.937139704464304,1.5169191782951688,0.04270957746276883,0,0,75.49,False,True,-0.7227080186315776,0.6099553425792529,False,False,True
-1.0734038085790951,-1.3825475274767116,-1.4100061000611464,-1.349109060439364,-0.07579295684703317,1.265017008659154,0,0,45.37,True,True,-1.1917261633690304,-0.3754262832880938,False,False,True
-1.2819541390605722,0.5758608122049114,-1.0348535000514922,-1.7022256512751297,-1.3499626649607948,0.04270957746276883,1,0,65.57,True,False,-1.0623418475793882,0.1662509967059065,False,False,True
-0.13492732141244787,0.7087321744841953,-0.293172497733556,-0.17205375765347802,-1.6685050919892352,-1.1795978537336163,0,1,75.84,True,True,0.14932478542361155,-0.16016844245569542,False,False,False
0.004106232241870364,0.9167047415300319,-1.1426559713186342,1.0050015451324081,1.1983767512667285,0.04270957746276883,0,0,96.24,False,False,0.3792442114552056,1.7286366816972971,False,False,True
0.5254820584455633,1.2344406078500592,-1.2849552333912615,0.8872960148538199,1.5169191782951688,0.04270957746276883,0,1,100.0,True,True,1.1114020795215926,2.06117942924144,False,False,True
-0.23920248665318636,0.8011644265045674,1.216062100006431,-1.5845201209965412,0.879834324238288,0.04270957746276883,0,0,97.3,True,True,0.07370489815466547,-0.797934561683414,True,False,False
1.046857884649256,1.0149140093016762,-0.6467646034897814,0.2987683634608769,-1.3499626649607948,0.04270957746276883,0,0,98.48,True,True,1.5743006958095354,1.2924687153716934,False,False,False
0.6297572236863017,-1.596297110273821,-0.5044653414171542,-1.1725507650214808,-1.3499626649607948,1.265017008659154,0,0,70.49,False,False,-0.3100769574646109,-0.18136450993372147,False,False,False
-0.6563031476161407,-0.9492713461312198,-1.560929559835145,1.593529196525351,-1.0314202379323543,1.265017008659154,1,0,61.7,True,True,-0.8324224215477946,0.5586137569102563,False,False,True
1.046857884649256,0.390996308164168,-0.517401637969211,-1.1136979998821868,0.879834324238288,-1.1795978537336163,1,1,100.0,False,True,1.1778426741162737,1.222757204555074,False,False,False
0.9425827194085172,1.211332544844966,-0.8364969529199511,0.5341794240180537,0.879834324238288,0.04270957746276883,0,0,95.54,False,False,1.579546005909115,1.3612381787448449,False,False,False
-0.412994428721084,-1.746499519806925,0.35364232986929545,-0.5251703484892436,1.1983767512667285,1.265017008659154,0,0,84.79,True,True,-0.9202813657157609,-0.44513779410471294,False,True,False
-0.7605783128568793,0.021267300082682152,-1.0434776977528637,0.5341794240180537,-1.3499626649607948,0.04270957746276883,1,0,61.83,False,True,-0.6685064809359167,-0.0004914007878987656,False,False,True
0.5602404468591426,0.5816378279561842,1.3152403735722014,-0.2309065227927721,-1.3499626649607948,0.04270957746276883,0,1,99.62,False,True,0.8058627662210526,-0.7969925142399462,True,False,False
